window,extra_2,unique_users
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2508249.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2372271.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2468370.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2823674.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2297719.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2494043.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2939510.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2650408.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2253161.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2906266.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2345625.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2643826.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2565035.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2331733.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2110674.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2026851.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2633404.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2453766.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2377691.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2642238.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2159741.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2805072.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2426141.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2012905.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2074898.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2927173.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2193625.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2691850.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2512094.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2264354.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2030624.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2078450.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2601162.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2726885.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2224031.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2867987.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2810626.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2059789.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2097547.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2447048.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2588221.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2517806.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2654857.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2038480.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2208630.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2265752.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2109139.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2082055.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2987749.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2703545.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2494335.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2301882.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2436807.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2320044.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2800372.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2563937.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2580207.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2423451.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2866002.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2197457.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2741407.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2472515.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2847420.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2377665.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2703863.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2418098.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2737635.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2082807.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2462405.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2383317.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2955123.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2818679.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2680871.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2835669.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2395160.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2406442.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2212289.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2087090.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2783434.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2212137.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2520804.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2838346.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2683502.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2224980.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2321441.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2050211.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2576994.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2670756.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2751446.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2891007.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2955706.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2051693.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2113782.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2715417.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2065781.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2877454.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2721057.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2883603.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2963264.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2988732.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2365272.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2387785.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2383442.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2816157.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2708054.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2556025.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2246986.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2376435.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2226428.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2215565.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2509500.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2490475.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2430063.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2431744.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2398192.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2566189.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2169121.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2167653.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2319369.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2351961.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2761212.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2802856.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2746015.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2490804.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2731342.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2144817.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2392643.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2019890.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2437499.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2241382.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2167326.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2059588.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2456991.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2184323.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2422828.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2326598.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2416099.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2791964.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2788530.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2399583.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2081446.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2805890.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2339646.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2504761.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2695297.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2487896.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2600018.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2279341.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2485911.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2707380.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2748944.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2802111.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2325498.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2389838.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2739583.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2740429.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2641454.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2294743.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2670319.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2504126.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2690371.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2521846.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2742493.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2386411.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2090331.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2725287.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2835279.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2209906.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2291192.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2558357.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2685318.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2223373.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2958324.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2857875.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2526995.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2599169.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2360751.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2293244.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2421935.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2504374.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2381797.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2278418.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2391906.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2978073.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2694620.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2413529.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2428216.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2240822.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2597262.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2137557.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2517252.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2956490.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2677508.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2081933.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2508246.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2608491.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2153701.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2920296.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2086887.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2133441.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2211637.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2866315.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2422415.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2962051.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2357499.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2629298.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2098936.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2219817.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2214070.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2479983.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2536264.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2456762.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2812218.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2274558.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2739555.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2167032.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2704976.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2390560.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2920691.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2471115.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2257566.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2150749.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2979406.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2622589.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2349155.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2985446.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2480365.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2546375.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2464998.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2456576.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2426967.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2271019.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2806480.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2254578.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2041407.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2010194.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2544085.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2166142.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2769261.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2466924.,6
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2498784.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2927740.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2605999.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2325339.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2071861.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2800005.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2194563.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2663527.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2818122.,1
